hauljoin,specimen_id,species_code,length_mm,sex,weight_g,age,maturity,gonad_g,specimen_subsample_method,specimen_sample_type,age_determination_method,akfin_load_date,cruisejoin,hauljoin_1,haul,haul_type,performance,date_time_start,duration_hr,distance_fished_km,net_width_m,net_measured,net_height_m,stratum,latitude_dd_start,latitude_dd_end,longitude_dd_start,longitude_dd_end,station,depth_gear_m,depth_m,bottom_type,surface_temperature_c,gear_temperature_c,wire_length_m,gear,accessories,akfin_load_date_1,haul_year,yrmday,length_cm
-3689,102,471,930,2,6820,13,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-3689,169,3,0,2007-07-18T08:00:00Z,0.519,2.853,18.062,1,1.992,62,59.98283,60.0085,-174.6077,-174.61,P-27,107,109,NA,9,0.9,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-18,93
-3689,103,471,640,2,1946,8,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-3689,169,3,0,2007-07-18T08:00:00Z,0.519,2.853,18.062,1,1.992,62,59.98283,60.0085,-174.6077,-174.61,P-27,107,109,NA,9,0.9,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-18,64
-3689,104,471,860,2,4720,10,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-3689,169,3,0,2007-07-18T08:00:00Z,0.519,2.853,18.062,1,1.992,62,59.98283,60.0085,-174.6077,-174.61,P-27,107,109,NA,9,0.9,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-18,86
-3689,105,471,1110,2,11400,16,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-3689,169,3,0,2007-07-18T08:00:00Z,0.519,2.853,18.062,1,1.992,62,59.98283,60.0085,-174.6077,-174.61,P-27,107,109,NA,9,0.9,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-18,111
-3689,106,471,720,1,3134,8,NA,NA,6,9,4,2025-07-15T08:00:00Z,-627,-3689,169,3,0,2007-07-18T08:00:00Z,0.519,2.853,18.062,1,1.992,62,59.98283,60.0085,-174.6077,-174.61,P-27,107,109,NA,9,0.9,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-18,72
-3695,107,471,420,1,468,3,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3695,175,3,0,2007-07-19T08:00:00Z,0.492,2.71,18.642,1,1.789,62,59.35201,59.32788,-174.4355,-174.42821,N-27,119,121,NA,9.1,1.8,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,42
-3695,108,471,800,2,3756,7,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3695,175,3,0,2007-07-19T08:00:00Z,0.492,2.71,18.642,1,1.789,62,59.35201,59.32788,-174.4355,-174.42821,N-27,119,121,NA,9.1,1.8,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,80
-3695,109,471,310,2,204,1,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3695,175,3,0,2007-07-19T08:00:00Z,0.492,2.71,18.642,1,1.789,62,59.35201,59.32788,-174.4355,-174.42821,N-27,119,121,NA,9.1,1.8,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,31
-3696,110,471,240,1,96,1,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3696,176,3,0,2007-07-19T08:00:00Z,0.488,2.777,18.348,1,1.862,61,59.00541,58.99339,-174.3801,-174.3378,M-27,126,128,NA,9,2,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,24
-3696,111,471,520,1,904,5,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3696,176,3,0,2007-07-19T08:00:00Z,0.488,2.777,18.348,1,1.862,61,59.00541,58.99339,-174.3801,-174.3378,M-27,126,128,NA,9,2,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,52
-3696,112,471,520,2,810,5,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3696,176,3,0,2007-07-19T08:00:00Z,0.488,2.777,18.348,1,1.862,61,59.00541,58.99339,-174.3801,-174.3378,M-27,126,128,NA,9,2,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-19,52
-3705,114,471,490,2,752,5,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3705,185,3,0,2007-07-21T08:00:00Z,0.507,2.754,18.342,1,2.038,61,60.32367,60.33928,-175.3824,-175.42101,Q-28,110,112,NA,8.4,1,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-21,49
-3720,115,471,740,2,2516,7,NA,NA,1,9,4,2025-07-15T08:00:00Z,-627,-3720,200,3,0,2007-07-24T08:00:00Z,0.513,2.823,18.315,1,1.79,90,61.01371,60.98841,-176.97189,-176.9767,S-30,120,122,NA,9.3,1.1,366,44,15,2025-07-15T08:00:00Z,2007,2007-07-24,74
-4048,28,471,980,2,7700,12,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4048,22,3,6,2008-06-08T08:00:00Z,0.262,1.513,16.052,1,2.727,10,57.93048,57.93973,-161.44099,-161.4223,J-11,39,42,NA,1.7,1.8,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,98
-4048,29,471,820,1,3890,8,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4048,22,3,6,2008-06-08T08:00:00Z,0.262,1.513,16.052,1,2.727,10,57.93048,57.93973,-161.44099,-161.4223,J-11,39,42,NA,1.7,1.8,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,82
-4049,30,471,820,2,3818,8,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4049,23,3,0,2008-06-08T08:00:00Z,0.505,2.869,16.239,1,2.562,10,57.67538,57.65038,-162.1291,-162.1411,I-10,45,48,NA,1.4,1.4,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,82
-4049,31,471,540,2,1066,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4049,23,3,0,2008-06-08T08:00:00Z,0.505,2.869,16.239,1,2.562,10,57.67538,57.65038,-162.1291,-162.1411,I-10,45,48,NA,1.4,1.4,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,54
-4049,32,471,720,2,2304,8,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4049,23,3,0,2008-06-08T08:00:00Z,0.505,2.869,16.239,1,2.562,10,57.67538,57.65038,-162.1291,-162.1411,I-10,45,48,NA,1.4,1.4,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,72
-4049,33,471,1030,2,7850,11,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4049,23,3,0,2008-06-08T08:00:00Z,0.505,2.869,16.239,1,2.562,10,57.67538,57.65038,-162.1291,-162.1411,I-10,45,48,NA,1.4,1.4,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,103
-4050,34,471,650,1,1778,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4050,24,3,0,2008-06-08T08:00:00Z,0.511,2.843,15.939,1,2.552,10,57.668,57.66891,-162.73801,-162.7854,I-09,43,46,NA,1.4,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,65
-4050,35,471,640,1,1644,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4050,24,3,0,2008-06-08T08:00:00Z,0.511,2.843,15.939,1,2.552,10,57.668,57.66891,-162.73801,-162.7854,I-09,43,46,NA,1.4,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,64
-4050,36,471,830,1,3864,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4050,24,3,0,2008-06-08T08:00:00Z,0.511,2.843,15.939,1,2.552,10,57.668,57.66891,-162.73801,-162.7854,I-09,43,46,NA,1.4,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,83
-4051,37,471,620,2,1770,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4051,25,3,0,2008-06-08T08:00:00Z,0.484,2.679,17.361,1,1.529,10,57.34064,57.32262,-162.7529,-162.78239,H-09,49,51,NA,1.1,1.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-08,62
-4053,38,471,480,1,802,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4053,27,3,0,2008-06-09T08:00:00Z,0.51,2.804,16.493,1,2.543,31,56.66885,56.66275,-163.39391,-163.3497,F-08,73,76,NA,2.9,0.5,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-09,48
-4053,39,471,400,1,458,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4053,27,3,0,2008-06-09T08:00:00Z,0.51,2.804,16.493,1,2.543,31,56.66885,56.66275,-163.39391,-163.3497,F-08,73,76,NA,2.9,0.5,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-09,40
-4053,40,471,590,2,1472,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4053,27,3,0,2008-06-09T08:00:00Z,0.51,2.804,16.493,1,2.543,31,56.66885,56.66275,-163.39391,-163.3497,F-08,73,76,NA,2.9,0.5,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-09,59
-4055,41,471,500,2,808,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4055,29,3,0,2008-06-09T08:00:00Z,0.496,2.745,16.581,1,2.565,31,56.34223,56.31761,-162.7975,-162.80099,E-09,76,79,NA,3.4,1.9,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-09,50
-4055,42,471,360,2,342,2,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4055,29,3,0,2008-06-09T08:00:00Z,0.496,2.745,16.581,1,2.565,31,56.34223,56.31761,-162.7975,-162.80099,E-09,76,79,NA,3.4,1.9,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-09,36
-4059,43,471,390,1,380,3,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4059,34,3,0,2008-06-10T08:00:00Z,0.518,2.796,16.025,1,2.307,31,56.00346,56.02859,-163.939,-163.9375,D-07,89,91,NA,4.2,1.1,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-10,39
-4059,44,471,570,1,1236,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4059,34,3,0,2008-06-10T08:00:00Z,0.518,2.796,16.025,1,2.307,31,56.00346,56.02859,-163.939,-163.9375,D-07,89,91,NA,4.2,1.1,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-10,57
-4059,45,471,480,2,838,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4059,34,3,0,2008-06-10T08:00:00Z,0.518,2.796,16.025,1,2.307,31,56.00346,56.02859,-163.939,-163.9375,D-07,89,91,NA,4.2,1.1,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-10,48
-4060,46,471,310,1,194,1,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,31
-4060,47,471,290,1,162,1,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,29
-4060,48,471,510,1,1038,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,51
-4060,50,471,600,1,1452,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,60
-4060,51,471,370,1,340,2,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,37
-4060,52,471,320,2,226,1,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4060,36,3,0,2008-06-11T08:00:00Z,0.495,2.741,16.63,1,2.38,31,56.33583,56.36049,-163.96899,-163.9702,E-07,84,86,NA,4.1,0.7,274,44,15,2025-07-15T08:00:00Z,2008,2008-06-11,32
-4085,53,471,1370,2,21750,26,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4085,61,3,0,2008-06-16T08:00:00Z,0.505,2.75,18.072,0,2.48,50,55.33485,55.31567,-165.1754,-165.1481,B-05,108,111,NA,5.8,3.4,366,44,15,2025-07-15T08:00:00Z,2008,2008-06-16,137
-4147,55,471,1000,2,NA,12,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4147,63,3,5.41,2008-06-19T08:00:00Z,0.272,1.469,18.274,0,1.76,50,55.00264,55.00125,-166.3717,-166.349,A-03,141,143,NA,5.7,3.4,411,44,15,2025-07-15T08:00:00Z,2008,2008-06-19,100
-4152,56,471,910,1,NA,13,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4152,68,3,0,2008-06-20T08:00:00Z,0.502,2.81,18.147,1,1.952,50,56.32646,56.35052,-167.0352,-167.0491,E-02,111,113,NA,5.3,2.9,366,44,15,2025-07-15T08:00:00Z,2008,2008-06-20,91
-4153,57,471,950,1,NA,12,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4153,69,3,0,2008-06-20T08:00:00Z,0.518,2.887,17.74,1,2.036,31,56.65296,56.67858,-167.0623,-167.05479,F-02,93,95,NA,5.1,2.2,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-20,95
-4153,58,471,920,2,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4153,69,3,0,2008-06-20T08:00:00Z,0.518,2.887,17.74,1,2.036,31,56.65296,56.67858,-167.0623,-167.05479,F-02,93,95,NA,5.1,2.2,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-20,92
-4153,59,471,1060,2,NA,13,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4153,69,3,0,2008-06-20T08:00:00Z,0.518,2.887,17.74,1,2.036,31,56.65296,56.67858,-167.0623,-167.05479,F-02,93,95,NA,5.1,2.2,320,44,15,2025-07-15T08:00:00Z,2008,2008-06-20,106
-4156,959,471,760,1,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4156,72,3,0,2008-06-21T08:00:00Z,0.498,2.76,16.943,1,2.035,31,57.68218,57.70652,-167.10381,-167.0948,I-02,66,68,NA,3.5,0.6,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-21,76
-4156,60,471,650,1,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4156,72,3,0,2008-06-21T08:00:00Z,0.498,2.76,16.943,1,2.035,31,57.68218,57.70652,-167.10381,-167.0948,I-02,66,68,NA,3.5,0.6,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-21,65
-4156,61,471,720,1,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4156,72,3,0,2008-06-21T08:00:00Z,0.498,2.76,16.943,1,2.035,31,57.68218,57.70652,-167.10381,-167.0948,I-02,66,68,NA,3.5,0.6,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-21,72
-4156,62,471,450,1,NA,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4156,72,3,0,2008-06-21T08:00:00Z,0.498,2.76,16.943,1,2.035,31,57.68218,57.70652,-167.10381,-167.0948,I-02,66,68,NA,3.5,0.6,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-21,45
-4156,63,471,870,1,NA,8,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4156,72,3,0,2008-06-21T08:00:00Z,0.498,2.76,16.943,1,2.035,31,57.68218,57.70652,-167.10381,-167.0948,I-02,66,68,NA,3.5,0.6,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-21,87
-4159,64,471,530,2,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4159,75,3,0,2008-06-22T08:00:00Z,0.521,2.903,15.831,1,2.292,20,58.6525,58.67851,-167.2195,-167.2242,L-02,41,43,NA,3,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,53
-4159,65,471,1000,2,NA,10,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4159,75,3,0,2008-06-22T08:00:00Z,0.521,2.903,15.831,1,2.292,20,58.6525,58.67851,-167.2195,-167.2242,L-02,41,43,NA,3,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,100
-4159,66,471,470,2,NA,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4159,75,3,0,2008-06-22T08:00:00Z,0.521,2.903,15.831,1,2.292,20,58.6525,58.67851,-167.2195,-167.2242,L-02,41,43,NA,3,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,47
-4159,67,471,820,2,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4159,75,3,0,2008-06-22T08:00:00Z,0.521,2.903,15.831,1,2.292,20,58.6525,58.67851,-167.2195,-167.2242,L-02,41,43,NA,3,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,82
-4159,68,471,680,2,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4159,75,3,0,2008-06-22T08:00:00Z,0.521,2.903,15.831,1,2.292,20,58.6525,58.67851,-167.2195,-167.2242,L-02,41,43,NA,3,1.3,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,68
-4162,81,471,980,2,NA,13,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,98
-4162,69,471,610,1,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,61
-4162,70,471,810,1,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,81
-4162,71,471,790,1,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,79
-4162,72,471,850,1,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,85
-4162,73,471,890,1,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,89
-4162,74,471,1010,1,NA,14,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,101
-4162,75,471,460,1,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,46
-4162,76,471,500,1,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,50
-4162,77,471,560,1,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,56
-4162,78,471,570,2,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,57
-4162,79,471,1010,2,NA,11,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,101
-4162,80,471,550,2,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4162,78,3,0,2008-06-22T08:00:00Z,0.499,2.739,14.989,0,2.318,20,58.98509,59.00935,-167.2399,-167.2316,M-02,38,40,NA,1.7,1.5,137,44,15,2025-07-15T08:00:00Z,2008,2008-06-22,55
-4169,82,471,480,1,NA,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,48
-4169,83,471,620,1,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,62
-4169,84,471,680,1,NA,7,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,68
-4169,85,471,650,2,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,65
-4169,86,471,430,1,NA,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,43
-4169,87,471,500,1,NA,4,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,50
-4169,88,471,670,2,NA,5,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4169,86,3,0,2008-06-24T08:00:00Z,0.511,2.873,16.291,1,2.15,20,59.6832,59.65741,-169.26421,-169.2679,O-19,45,47,NA,3.3,-0.1,183,44,15,2025-07-15T08:00:00Z,2008,2008-06-24,67
-4186,89,471,270,1,NA,0,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,27
-4186,90,471,260,1,NA,0,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,26
-4186,91,471,450,1,NA,3,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,45
-4186,92,471,660,1,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,66
-4186,93,471,450,2,NA,3,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,45
-4186,94,471,990,2,NA,11,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,99
-4186,95,471,610,2,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,61
-4186,96,471,590,2,NA,6,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,59
-4186,97,471,840,2,NA,9,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,84
-4186,98,471,330,2,NA,1,NA,NA,6,9,10,2025-07-15T08:00:00Z,-630,-4186,103,3,0,2008-06-28T08:00:00Z,0.494,2.793,16.798,1,NA,42,57.65701,57.66839,-170.2861,-170.2444,I-21,71,73,NA,4.6,0.8,229,44,15,2025-07-15T08:00:00Z,2008,2008-06-28,33
